TEL_NO,BTH_GBN_NM,ASSEM_ADDR,HJ_NM,HG_NM,BTH_DATE,ELECT_GBN_NM,POLY_NM,REELE_GBN_NM,CMITS,MEM_TITLE,ENG_NM,SEX_GBN_NM,E_MAIL,MONA_CD,SECRETARY2,JOB_RES_NM,STAFF,HOMEPAGE,CMIT_NM,SECRETARY,ORIG_NM,UNITS
02-784-5070,음,의원회관 946호,鄭鎭碩,정진석,1960-09-04,지역구,국민의힘,5선,외교통일위원회,"[주요경력]
&middot; 제21대 국회 전반기 부의장
&middot; 제21대 국회의원(5선)
&middot; 국회 외교통일위원회 위원
&middot; 한일의원연맹 고문
&middot; 한일의원연맹 조선통신사위원회 위원장
&middot; 국회 한&middot;일 의회외교포럼 회장
&middot; 국회 한&middot;중남미의회외교포럼 부회장
&middot; (사)국회의원축구연맹 회장
&middot; 국민의힘 6.1지방선거 공천관리위원장
&middot; 前 국민의힘 4.7재보궐선거 공천관리위원장
&middot; 前 새누리당 원내대표&middot;당 대표 권한대행
&middot; 前 국회 운영위원회 위원장
&middot; 前 국회 사무총장
&middot; 前 국회의장 비서실장
&middot; 前 청와대 대통령실 정무수석비서관
&middot; 前 국회 정보위원회 위원장
&middot; 前 국회 규제개혁특별위원회 위원장
&middot; 前 국민중심당 원내대표&middot;최고위원
&middot; 前 자민련 대변인
&middot; 前 한국일보 기자(논설위원, 워싱턴 특파원)

[수상 및 저서]
&middot; 황조근정훈장
&middot; 백상기자대상 4회
&middot; 한국기자협회 기자상 2회
&middot; 일요신문 21c 한국인상
&middot; 국회 입법&middot;정책 최우수 국회의원
&middot; 국정감사 NGO모니터단 우수위원상
&middot; 전국지역신문협회 의정활동부문 국회의원 대상
&middot; 저서: 사다리정치, 총성없는 전선「격동의 한&middot;미&middot;일 현대 외교 비사」

[지역 사무실]
&middot; 공주시 신관로 51로 2층, (T)041-855-4131, (F)041-857-4130
&middot; 부여군 부여읍 사비로 109 3층, (T)041-837-4131, (F)041-837-4132
&middot; 청양군 청양읍 중앙로 147 2층, (T)041-944-0971, (F)041-944-0792",CHUNG JINSUK,남,jsemail@naver.com,NQR1206Q,"이종영, 이재성, 박준호, 김단비, 김수미",위원,"김국성, 김성겸",http://blog.naver.com/chungjinsuk,외교통일위원회,"이민규, 조지형",충남 공주시부여군청양군,"제16대, 제17대, 제18대, 제20대, 제21대"
02-784-2316~8,양,의원회관 621호,鄭燦敏,정찬민,1958-05-16,지역구,국민의힘,초선,환경노동위원회,"<경력>
제21대 국회의원 (경기 용인시갑/국민의힘)
제21대 국회 전반기 예산결산특별위원회 결산심사소위원회 위원
제21대 국회 전반기 교육위원회 위원
제21대 국회 전반기 예산결산특별위원회 위원
제21대 국회의원 (경기 용인시갑/미래통합당)

<수상내역>
2021 NBN선정 혁신 인물 대상
2021 대한민국 글로벌크라운 대상 정치부문
2020 국정감사 NGO 모니터단 선정 국정감사 국리민복상
2020 대한민국 공공정책대상 의정부문 대상
2020 국민의힘 국정감사 우수의원",JUNG CHANMIN,남,jungchanmin@naver.com,SBK1544B,,위원,,,환경노동위원회,,경기 용인시갑,제21대
02-784-4316,음,의원회관 449호,鄭淸來,정청래,1965-04-18,지역구,더불어민주당,3선,과학기술정보방송통신위원회,"주요경력
- 제 17·19·21대 국회의원(마포구을)
-한일의원연맹 미래위원장
-유네스코 한국위원회 위원
- 더불어민주당 마포구(을) 지역위원장
- 더불어민주당 최고위원(前)
- 더불어민주당 가계부채특별위원장(前)
- 제19대 국회 정보위원회 간사
- 제19대 국회 안전행정위원회 간사
- 제19대 국회 국정원국정조사특별위원회 간사
- 제17대 국회 문화관광위원회 간사
- e스포츠&amp;게임산업 발전을 위한 국회의원 모임 회장(前)
- (사)한국독립유공자협회 자문위원(前)
- 박영석기념관 추진위원회 위원(前)
- 김근태기념치유센터 설립추진위원회 위원(前)
- 더불어민주당 문재인 대통령후보 중앙선대위
- 국민참여공동본부장(前)
- 더불어민주당 마포구(을) 지역위원장

 저서 
- 정치, 알아야 세상을 바꾼다 (2019, 자음과모음)
- 정세현 ？ 정청래와 함께 평양 갑시다 (2018, 푸른숲)
- 정청래의 국회의원 사용법 (2016, 푸른숲)
- 거침없이 정청래 (2015, 자음과모음)
- 유쾌한 정치여행 (2011, 호두나무)
- 정통 시사인물 셀프탐구 OK 정청래 (2011, 호두나무)
- 사람만이 사람 사는 세상을 만든다 (2003, 황소걸음)",JUNG CHUNGRAE,남,ssaribi0415@naver.com,2385336L,"이정아, 오나윤, 안준모, 권경랑, 손병준",위원장,"유동균, 윤혜연",https://blog.naver.com/mapopower,과학기술정보방송통신위원회,"김수경, 장영준",서울 마포구을,"제17대, 제19대, 제21대"
02-784-3740,음,본관 653호 / 의원회관 630호,鄭春淑,정춘숙,1964-01-08,지역구,더불어민주당,재선,보건복지위원회,"제21대국회 후반기 보건복지위원장
더불어민주당 전국여성위원장
전) 제21대국회 전반기 여성가족위원장
전) 제20대국회 보건복지위원회 위원
전) 제20대국회 여성가족위원회 위원
전) 더불어민주당 원내대변인
전) 더불어민주당 대외협력위원장
전) 새정치민주연합 혁신위원
전) 한국여성의전화 상임대표
강남대 사회복지전문대학원 사회복지학 박사",JUNG CHOUNSOOK,여,hopejung@na.go.kr,MD083627,"맹현, 김명환, 조은아, 이훈희, 한우철, 문서영",위원장,"김용천, 최대환",https://www.facebook.com/jchounsook,보건복지위원회,"손정우, 유용선",경기 용인시병,"제20대, 제21대"
02-784-5073,음,의원회관 422호,鄭泰浩,정태호,1963-03-20,지역구,더불어민주당,초선,"기획재정위원회, 연금개혁특별위원회","[학력]
서울 인창고등학교 졸업
서울대학교 사회복지학 학사
뉴욕주립대학교 대학원 행정학 석사 (MPA 1999.9~2000.12)

[경력]
21대 국회의원(서울 관악을)
국회 산업통상자원중소벤처기업위원회 위원
더불어민주당 전략기획위원장
더불어민주당 국난극복K뉴딜위원회 정책기획단장
더불어민주당 4.7재보궐선거 선거기획단 간사 
국가경제자문회의 거시경제복지노동환경위원회 위원
민주연구원 부원장
전) 더불어민주당 정책위원회 상임부의장
전) 더불어민주당 코로나19 국난극복위원회
일자리·고용TF 단장
전) 더불어민주당 난곡선경전철추진특별위원장
전) 문재인 대통령비서실 일자리수석
전) 노무현 대통령비서실 대변인
전) 김대중 대통령직 인수위원회 행정관
전) 새정치민주연합 다문화위원회 부위원장
전) 미국 콜롬비아대학교 동아시아연구소 객원연구원

[저서]
정치가 된 일자리(2020. 1)
대통령 당선인이 해야할 첫번째 일(2011.12)
",JUNG TAEHO,남,jth5073@gmail.com,UHB5553T,"김진, 양준호, 임화영, 안재경, 김호경",위원,"임영택, 최기원",https://blog.naver.com/2000jth,"기획재정위원회, 연금개혁특별위원회",김대평,서울 관악구을,제21대
02-784-6355,음,의원회관 537호,鄭必模,정필모,1958-06-03,비례대표,더불어민주당,초선,과학기술정보방송통신위원회,"[학력]
성균관대학교 대학원 언론학 박사 졸업

[경력]
현) 더불어민주당 비례대표 국회의원
전) KBS 부사장
전) KBS &#39;미디어 인사이드&#39; 앵커
전) KBS 보도본부 해설위원
전) KBS 보도본부 1TV뉴스제작팀 팀장
전) KBS 보도본부 경제과학팀 팀장
전) KBS &#39;경제전망대&#39; 앵커 겸 데스크
전) KBS 보도본부 기자",JUNG PILMO,남,pmjung537@gmail.com,3425169D,"서지영, 연강성, 박주희, 전성하, 고은비",위원,"이수남, 이정훈",http://blog.naver.com/pmjung537,과학기술정보방송통신위원회,"김진겸, 원종현",비례대표,제21대
02-784-8540,음,의원회관 436호,鄭熙溶,정희용,1976-10-01,지역구,국민의힘,초선,"농림축산식품해양수산위원회, 예산결산특별위원회, 정치개혁특별위원회","제21대 고령군성주군칠곡군 국회의원
국회 농림축산식품해양수산위원회 위원
국회 예산결산특별위원회 위원
국민의힘 비상대책위원장 비서실장
국민의힘 중앙재해대책위원회 위원장
국민의힘 국민통합위원회 위원
국민의힘 경북도당 수석부위원장/윤리위원장
국민의힘 정책위 백신TF위원
국민의힘 정책위 제3정책조정위원회 부위원장
한일의원연맹 회원의원
한-볼리비아 의원친선협회 부회장
한-에티오피아 의원친선협회 부회장
한-포르투갈 의원친선협회 이사
한-아제르바이잔 의원친선협회 이사
(전) 제20대 대통령직인수위원회 당선인 정무1팀장
(전) 제20대 대통령선거 중앙선거대책본부 상황실 부실장
(전) 국회 과학기술정보방송통신위원회 위원
(전) 국회 운영위원회 위원
(전) 국민의힘 원내부대표
(전) 국민의힘 시민소리혁신정책회의 청년정책TF 공약단장
(전) 국민의힘 저출생대책특위 위원/일가정양립분과위원장
(전) 국민의힘 정책위 소상공인살리기 특위 위원
(전) 국민의힘 정책위 정부정책감시 특위 위원
(전) 이철우 경상북도지사 경제특별보좌관
(전) 국회의원 보좌관
(전) 한전 KDN",JUNG HEEYONG,남,heeyong4you@naver.com,PFG2137X,"최수영, 여득현, 김영석, 이지윤, 김소정, 감창헌",위원,"윤다솜, 장기정",,"농림축산식품해양수산위원회, 예산결산특별위원회, 정치개혁특별위원회","김신현, 이명옥",경북 고령군성주군칠곡군,제21대
02-784-6380,음,의원회관 636호,趙慶泰,조경태,1968-01-10,지역구,국민의힘,5선,교육위원회,"- 제 17, 18, 19, 20, 21대 국회의원
- 부산대학교 공학 박사
- 전) 미래통합당 최고위원
- 전) 제20대 국회 전반기 기획재정위원회 위원장
- 전) 자유한국당 인재영입위원장
- 현) 한·대만의원친선협회 회장",CHO KYOUNGTAE,남,yeskt@hanmail.net,5KV82250,"최호림, 유현호, 박수혜, 김영우, 이지연, 이하얀",위원,"서영휘, 이동영",,교육위원회,"배준성, 조용택",부산 사하구을,"제17대, 제18대, 제19대, 제20대, 제21대"
02-784-3255,음,의원회관 843호,曺明姬,조명희,1955-09-14,비례대표,국민의힘,초선,보건복지위원회,"[경력]
-제21대 국회의원 (비례대표/국민의힘)
-국민의힘 원내부대표
-국민의힘 미래산업일자리특별위원회 위원장
-국회 ICT융합포럼 공동대표
-국회 국토공간정보정책포럼 공동대표

-경북대학교 항공위성시스템전공 교수 (前)
-대통령소속 국가우주위원회 위원 (前)
-국가과학기술위원회 위원 (前)
-아시아 GIS(지리정보시스템)학회 회장 (前)
-전국여교수연합회 부회장 (前)
-한국여성과학기술단체총연합회 이사/대의원 (前)
-UNCRD 유엔지역개발센터/GIS Unit 연구원 (前)

[학력]
-日 도카이대학 대학원 해양연구과 해양원격탐사/GIS 공학박사
-경북대학교 대학원 지리학과 자연지리학.원격탐사 전공 문학박사",JO MYUNGHEE,여,843mhjo@gmail.com,S741317G,"안정호, 강종욱, 강보람, 김선아",위원,"채영권, 황찬일",https://blog.naver.com/mhjo7312,보건복지위원회,"김샛별, 한희광",비례대표,제21대
02-784-9423,음,의원회관 339호,趙修眞,조수진,1972-06-19,비례대표,국민의힘,초선,"법제사법위원회, 형사사법체계개혁특별위원회, 예산결산특별위원회","【 경 력 】
&middot; 현) 제21대 국회의원
&middot; 현) 제21대 국회 후반기 법제사법위원회 위원
&middot; 현) 제21대 국회 예산결산특별위원회 위원
&middot; 현) 제21대 국회 형사사법체계개혁 특별위원회 위원
&middot; 현) 국민의힘 서울특별시당 양천구갑 당협위원장
&middot; 현) 한일의원연맹 감사
&middot; 현) 국민의힘 중앙위원회 공익제보분과 위원

&middot; 전) 국민의힘 최고위원
&middot; 전) 제21대 국회 전반기 법제사법위원회 위원
&middot; 전) 제8회 전국동시지방선거 국민의힘 중앙선거대책위원회 부위원장
&middot; 전) 제8회 전국동시지방선거 국민의힘 오세훈 서울특별시장 후보 선거대책위원회 공동위원장
&middot; 전) 제20대 대통령선거 국민의힘 윤석열 후보 중앙선거대책위원회 공보단장
&middot; 전) 제20대 대통령선거 국민의힘 윤석열 후보 중앙선거대책위원회 부위원장
&middot; 전) 제21대 국회 전반기 운영위원회 위원
&middot; 전) 국민의힘 4&middot;7 서울시장 보궐선거 선거대책위원회 대변인
&middot; 전) 국민의힘 4&middot;7 재보궐선거경선준비위원회 위원
&middot; 전) 국민의힘 탈원전 북원전 진상조사특별위원회 위원
&middot; 전) 국민의힘 라임 옵티머스 권력형 비리게이트 특별위원회 위원
&middot; 전) 미래통합당 정책위원회 이상직 의원 - 이스타항공 관련 의혹 진상조사 TF 위원
&middot; 전) 미래통합당 비상대책위원회 외교안보특별위원회 위원
&middot; 전) 미래한국당 대변인
&middot; 전) 동아일보 미디어연구소 부장
&middot; 전) 동아일보 논설위원실 논설위원(부장)
&middot; 전) 파리 고등사회과학원(EHESS) 초청연구원
&middot; 전) 동아일보 정치부 차장


【 학 력 】
&middot; 고려대학교 불어불문학 학사
&middot; 동국대학교 언론정보대학원 신문방송학과 석사
&middot; 동국대학교 대학원 미디어커뮤니케이션학과 박사과정 수료",CHO SUJIN,여,assembly2020@naver.com,YLS4431M,"강효나, 홍준현, 이미림, 고현석",위원,"안준철, 조재현",https://blog.naver.com/assembly2020,"법제사법위원회, 형사사법체계개혁특별위원회, 예산결산특별위원회","김진천, 신지홍",비례대표,제21대
02-784-2640,양,의원회관 940호,趙承來,조승래,1968-02-21,지역구,더불어민주당,재선,과학기술정보방송통신위원회,"[학력]
충남대학교 평화안보대학원 석사
충남대학교 사회학과 학사
대전 한밭고등학교
대전 대신초등학교/대신중학교

[현직]
제20,21대 국회의원 
국회 과학기술정보방송통신위원회 간사
더불어민주당 전략기획위원회 위원장
더불어민주당 미래부총장
더불어민주당 대전유성구갑 지역위원회 위원장
국회 문화콘텐츠포럼 대표
대한민국 게임포럼 대표

[경력]
국회 교육위원회 간사
국회 교육문화체육관광위원회 위원
국회 여성가족위원회 위원
국회 예산결산특별위원회 위원
국회 운영위원회 위원
민주연구원 부원장 
더불어민주당 원내선임부대표
더불어민주당 제4정책조정위원장
더불어민주당 K-뉴딜위원회 디지털 분과 위원장
더불어민주당 교육특별위원회 위원장
더불어민주당 대전광역시당 위원장
더불어민주당 코로나19국난극복상황실 상황실장
한국영화를 사랑하는 국회의원 모임 공동대표
유네스코한국위원회 위원
문재인대통령 에콰도르 특사
문재인 국민주권선거대책위원회 정책부본부장
충청남도지사 비서실장
대통령 비서실 사회조정비서관",JO SEOUNGLAE,남,yuseong0413@daum.net,FYI20317,"송준영, 이정은, 우상훈, 김현중, 최수경",간사,"강두식, 권태돈",http://blog.naver.com/yuseong0413,과학기술정보방송통신위원회,"장세형, 정아름",대전 유성구갑,"제20대, 제21대"
