음/양력,한자명,이름,생년월일,선거구구분,재선,정당명,영문명칭,대별코드,성별,대,국회의원코드,당선,선거구
음,李貞味,이정미,1966-02-07,비례대표,초선,정의당,LEE JEONGMI,100020,여,제20대,IUE5875N,제20대,비례대표
양,李貞鉉,이정현,1958-09-01,지역구,3선,새누리당,LEE JUNGHYUN,100020,남,제20대,7AN97172,"제18대, 제19대, 제20대",전남 순천시
음,李鍾杰,이종걸,1957-05-22,지역구,5선,더불어민주당,LEE JONGKUL,100020,남,제20대,WDR7061Y,"제16대, 제17대, 제18대, 제19대, 제20대",경기 안양시만안구
음,李鍾九,이종구,1950-09-22,지역구,3선,새누리당,LEE JONGKOO,100020,남,제20대,2XI97689,"제17대, 제18대, 제20대",서울 강남구갑
양,李鍾明,이종명,1959-08-08,비례대표,초선,새누리당,LEE JONGMYEONG,100020,남,제20대,11N7618M,제20대,비례대표
음,李鍾培,이종배,1957-05-30,지역구,3선,새누리당,LEE JONGBAE,100020,남,제20대,HSW1214Q,"제19대, 제20대, 제21대",충북 충주시
음,李柱榮,이주영,1951-09-30,지역구,5선,새누리당,LEE JUYOUNG,100020,남,제20대,8IN46764,"제16대, 제17대, 제18대, 제19대, 제20대",경남 창원시마산합포구
양,李珍福,이진복,1957-10-18,지역구,3선,새누리당,LEE JINBOK,100020,남,제20대,0ID22746,"제18대, 제19대, 제20대",부산 동래구
음,李燦烈,이찬열,1959-07-15,지역구,3선,더불어민주당,LEE CHANYEOL,100020,남,제20대,BWD92364,"제18대, 제19대, 제20대",경기 수원시갑
음,李埰益,이채익,1955-05-27,지역구,3선,새누리당,LEE CHEIK,100020,남,제20대,WDS6044S,"제19대, 제20대, 제21대",울산 남구갑
음,李喆圭,이철규,1957-09-20,지역구,재선,무소속,LEE CHULGYU,100020,남,제20대,TZP9391O,"제20대, 제21대",강원 동해시삼척시
음,李喆雨,이철우,1955-08-15,지역구,3선,새누리당,LEE CHEOLWOO,100020,남,제20대,NS06841K,"제18대, 제19대, 제20대",경북 김천시
음,李哲熙,이철희,1966-03-29,비례대표,초선,더불어민주당,RHEE CHEOLHEE,100020,남,제20대,LSK9789D,제20대,비례대표
양,李春錫,이춘석,1963-03-07,지역구,3선,더불어민주당,LEE CHOONSUAK,100020,남,제20대,V2R7430Z,"제18대, 제19대, 제20대",전북 익산시갑
음,李泰珪,이태규,1964-03-22,비례대표,재선,국민의당,LEE TAEKYU,100020,남,제20대,QTW6852F,"제20대, 제21대",비례대표
음,李學永,이학영,1952-04-16,지역구,3선,더불어민주당,LEE HACKYOUNG,100020,남,제20대,K5F2023J,"제19대, 제20대, 제21대",경기 군포시을
양,李鶴宰,이학재,1964-08-19,지역구,3선,새누리당,LEE HAGJAE,100020,남,제20대,AJV31724,"제18대, 제19대, 제20대",인천 서구갑
음,李海瓚,이해찬,1952-07-10,지역구,7선,무소속,LEE HAECHAN,100020,남,제20대,9ZP9014Q,"제13대, 제14대, 제15대, 제16대, 제17대, 제19대, 제20대",세종특별자치시
음,李憲昇,이헌승,1963-05-11,지역구,3선,새누리당,LEE HUNSEUNG,100020,남,제20대,EVH1507C,"제19대, 제20대, 제21대",부산 부산진구을
음,李賢在,이현재,1949-04-25,지역구,재선,새누리당,LEE HYUNJAE,100020,남,제20대,MBS2896E,"제19대, 제20대",경기 하남시
음,李惠薰,이혜훈,1964-06-15,지역구,3선,새누리당,LEE HYEHOON,100020,여,제20대,LCJ77278,"제17대, 제18대, 제20대",서울 서초구갑
음,李厚三,이후삼,1969-09-18,지역구,초선,더불어민주당,LEE HU SAM,100020,남,제20대,QXD2505Y,제20대,충북 제천시단양군
음,李薰,이훈,1965-09-06,지역구,초선,더불어민주당,LEE HOON,100020,남,제20대,BTP28870,제20대,서울 금천구
양,印在謹,인재근,1953-11-11,지역구,3선,더불어민주당,IN JAEKEUN,100020,여,제20대,UM51067K,"제19대, 제20대, 제21대",서울 도봉구갑
음,林利子,임이자,1964-03-05,비례대표,재선,새누리당,LIM LEEJA,100020,여,제20대,EH27538E,"제20대, 제21대",비례대표
음,林哉勳,임재훈,1966-01-01,비례대표,초선,바른미래당,LIM JAEHUN,100020,남,제20대,BIR8594P,제20대,비례대표
음,林鍾聲,임종성,1965-08-05,지역구,재선,더불어민주당,LIM JONGSEONG,100020,남,제20대,E6U4345C,"제20대, 제21대",경기 광주시을
음,張秉浣,장병완,1952-05-05,지역구,3선,국민의당,CHANG BYOUNGWAN,100020,남,제20대,V8I36226,"제18대, 제19대, 제20대",광주 동구남구갑
음,張錫春,장석춘,1957-08-18,지역구,초선,새누리당,JANG SEOKCHUN,100020,남,제20대,WNN9272X,제20대,경북 구미시을
음,張貞淑,장정숙,1952-01-17,비례대표,초선,국민의당,CHANG JUNGSOOK,100020,여,제20대,0AI7568W,제20대,비례대표
음,張濟元,장제원,1967-04-13,지역구,3선,무소속,CHANG JEWON,100020,남,제20대,CZB4125D,"제18대, 제20대, 제21대",부산 사상구
음,田載秀,전재수,1971-04-20,지역구,재선,더불어민주당,CHUN JAESOO,100020,남,제20대,9YO73104,"제20대, 제21대",부산 북구강서구갑
음,全海澈,전해철,1962-05-18,지역구,3선,더불어민주당,JEON HAECHEOL,100020,남,제20대,BM63269Y,"제19대, 제20대, 제21대",경기 안산시상록구갑
음,全賢姬,전현희,1964-11-04,지역구,재선,더불어민주당,JEON HYUNHEUI,100020,여,제20대,25G2571T,"제18대, 제20대",서울 강남구을
음,全惠淑,전혜숙,1955-05-05,지역구,3선,새누리당,JUN HYESOOK,100020,여,제20대,N9X9673B,"제18대, 제20대, 제21대",서울 광진구갑
양,全希卿,전희경,1975-10-09,비례대표,초선,새누리당,JUN HEEKYUNG,100020,여,제20대,QZF33498,제20대,비례대표
양,鄭甲潤,정갑윤,1950-11-08,지역구,5선,새누리당,JEONG KABYOON,100020,남,제20대,CYD5815E,"제16대, 제17대, 제18대, 제19대, 제20대",울산 중구
음,鄭東泳,정동영,1953-07-27,지역구,4선,국민의당,CHUNG DONGYOUNG,100020,남,제20대,ARP89147,"제15대, 제16대, 제18대, 제20대",전북 전주시병
음,鄭柄國,정병국,1958-02-10,지역구,5선,새누리당,CHOUNG BYOUNGGUG,100020,남,제20대,P303213F,"제16대, 제17대, 제18대, 제19대, 제20대",경기 여주시양평군
음,鄭成湖,정성호,1961-09-10,지역구,4선,더불어민주당,JUNG SUNGHO,100020,남,제20대,V429892C,"제17대, 제19대, 제20대, 제21대",경기 양주시
양,丁世均,정세균,1950-09-26,지역구,6선,더불어민주당,CHUNG SYEKYUN,100020,남,제20대,DCN7433W,"제15대, 제16대, 제17대, 제18대, 제19대, 제20대",서울 종로구
양,鄭亮碩,정양석,1958-11-25,지역구,재선,새누리당,CHEONG YANGSEOG,100020,남,제20대,0E97245Y,"제18대, 제20대",서울 강북구갑
음,鄭容起,정용기,1962-06-01,지역구,재선,새누리당,JEONG YONGKI,100020,남,제20대,ZGA4092Y,"제19대, 제20대",대전 대덕구
음,鄭宇澤,정우택,1953-02-18,지역구,5선,새누리당,CHUNG WOOTAIK,100020,남,제20대,VHK3402G,"제15대, 제16대, 제19대, 제20대, 제21대",충북 청주시상당구
음,鄭雲天,정운천,1954-04-10,지역구,재선,새누리당,CHUNG WOONCHUN,100020,남,제20대,NZF1659U,"제20대, 제21대",전북 전주시을
음,鄭有燮,정유섭,1954-12-06,지역구,초선,새누리당,JUNG YOUSUB,100020,남,제20대,0GF6251P,제20대,인천 부평구갑
음,鄭恩惠,정은혜,1983-09-08,비례대표,초선,더불어민주당,JUNG EUNHYE,100020,여,제20대,DQL3007B,제20대,비례대표
음,鄭仁和,정인화,1957-07-27,지역구,초선,국민의당,JEONG INHWA,100020,남,제20대,DKB8522X,제20대,전남 광양시곡성군구례군
음,鄭在浩,정재호,1965-10-22,지역구,초선,더불어민주당,JUNG JAEHO,100020,남,제20대,9S468336,제20대,경기 고양시을
음,鄭点植,정점식,1965-07-15,지역구,재선,자유한국당,JEONG JEOMSIG,100020,남,제20대,LJK4960Z,"제20대, 제21대",경남 통영시고성군
음,鄭宗燮,정종섭,1957-06-16,지역구,초선,새누리당,CHONG JONGSUP,100020,남,제20대,CJX51868,제20대,대구 동구갑
음,鄭鎭碩,정진석,1960-09-04,지역구,5선,새누리당,CHUNG JINSUK,100020,남,제20대,NQR1206Q,"제16대, 제17대, 제18대, 제20대, 제21대",충남 공주시부여군청양군
음,鄭春淑,정춘숙,1964-01-08,비례대표,재선,더불어민주당,JUNG CHOUNSOOK,100020,여,제20대,MD083627,"제20대, 제21대",비례대표
음,鄭泰沃,정태옥,1961-11-27,지역구,초선,새누리당,CHOUNG TAEOK,100020,남,제20대,06571503,제20대,대구 북구갑
음,諸閏景,제윤경,1971-07-25,비례대표,초선,더불어민주당,JE YOUNKYUNG,100020,여,제20대,8KB8281W,제20대,비례대표
음,趙慶泰,조경태,1968-01-10,지역구,5선,새누리당,CHO KYOUNGTAE,100020,남,제20대,5KV82250,"제17대, 제18대, 제19대, 제20대, 제21대",부산 사하구을
음,趙培淑,조배숙,1956-09-10,지역구,4선,국민의당,CHO BAESOOK,100020,여,제20대,IWK63872,"제16대, 제17대, 제18대, 제20대",전북 익산시을 
양,趙承來,조승래,1968-02-21,지역구,재선,더불어민주당,JO SEOUNGLAE,100020,남,제20대,FYI20317,"제20대, 제21대",대전 유성구갑
양,趙源震,조원진,1959-01-07,지역구,3선,새누리당,CHO WONJIN,100020,남,제20대,VNF2868Z,"제18대, 제19대, 제20대",대구 달서구병
음,趙應天,조응천,1962-09-17,지역구,재선,더불어민주당,CHO EUNGCHEON,100020,남,제20대,CDL93608,"제20대, 제21대",경기 남양주시갑
음,趙正湜,조정식,1963-12-25,지역구,5선,더불어민주당,CHO JEONGSIK,100020,남,제20대,IN328264,"제17대, 제18대, 제19대, 제20대, 제21대",경기 시흥시을
음,曺薰鉉,조훈현,1953-03-10,비례대표,초선,새누리당,CHO HOONHYUN,100020,남,제20대,D397960C,제20대,비례대표
양,朱光德,주광덕,1960-07-26,지역구,재선,새누리당,JOO KWANGDEOK,100020,남,제20대,AFQ26679,"제18대, 제20대",경기 남양주시병
음,朱昇鎔,주승용,1952-07-27,지역구,4선,국민의당,JOO SEUNGYONG,100020,남,제20대,GCA42857,"제17대, 제18대, 제19대, 제20대",전남 여수시을
양,朱豪英,주호영,1960-12-10,지역구,5선,무소속,JOO HOYOUNG,100020,남,제20대,8SV6917G,"제17대, 제18대, 제19대, 제20대, 제21대",대구 수성구을
음,池尙昱,지상욱,1965-05-16,지역구,초선,새누리당,JI SANGWUK,100020,남,제20대,5HG31863,제20대,서울 중구성동구을
음,陳善美,진선미,1967-05-14,지역구,3선,더불어민주당,JIN SUNMEE,100020,여,제20대,68P7228G,"제19대, 제20대, 제21대",서울 강동구갑
음,陳永,진영,1950-10-23,지역구,4선,더불어민주당,CHIN YOUNG,100020,남,제20대,IDV9108J,"제17대, 제18대, 제19대, 제20대",서울 용산구
음,蔡利培,채이배,1975-01-02,비례대표,초선,국민의당,CHAE YIBAI,100020,남,제20대,GDN7894V,제20대,비례대표
음,千正培,천정배,1954-12-12,지역구,6선,국민의당,CHUN JUNGBAE,100020,남,제20대,3SP89633,"제15대, 제16대, 제17대, 제18대, 제19대, 제20대",광주 서구을
음,崔炅煥,최경환,1955-02-27,지역구,4선,자유한국당,CHOI KYUNGHWAN,100020,남,제20대,FJ03481D,"제17대, 제18대, 제19대, 제20대",경북 경산시
양,崔敬煥,최경환,1959-07-28,지역구,초선,국민의당,CHOI GYUNGHWAN,100020,남,제20대,KA04352K,제20대,광주 북구을
양,崔敎一,최교일,1962-02-28,지역구,초선,새누리당,CHOI GYOIL,100020,남,제20대,TO79481Z,제20대,경북 영주시문경시예천군
음,崔道子,최도자,1955-03-04,비례대표,초선,국민의당,CHOI DOJA,100020,여,제20대,O8E1566L,제20대,비례대표
음,崔明吉,최명길,1961-03-19,지역구,초선,더불어민주당,CHOI MYUNGGHIL,100020,남,제20대,U013741R,제20대,서울 송파구을
음,崔然惠,최연혜,1956-04-02,비례대표,초선,새누리당,CHOI YEONHYE,100020,여,제20대,16I8621J,제20대,비례대표
음,崔運烈,최운열,1950-04-02,비례대표,초선,더불어민주당,CHOI WOONYOUL,100020,남,제20대,ZJI5740K,제20대,비례대표
음,崔仁昊,최인호,1966-10-15,지역구,재선,더불어민주당,CHOI INHO,100020,남,제20대,LPB30152,"제20대, 제21대",부산 사하구갑
음,崔宰誠,최재성,1965-09-09,지역구,4선,더불어민주당,CHOI JAE SUNG,100020,남,제20대,VE469451,"제17대, 제18대, 제19대, 제20대",서울 송파구을
음,秋慶鎬,추경호,1960-07-29,지역구,재선,새누리당,CHOO KYUNGHO,100020,남,제20대,G152611B,"제20대, 제21대",대구 달성군
음,秋美愛,추미애,1958-10-23,지역구,5선,더불어민주당,CHOO MIAE,100020,여,제20대,URV1689Q,"제15대, 제16대, 제18대, 제19대, 제20대",서울 광진구을
음,秋惠仙,추혜선,1971-01-15,비례대표,초선,정의당,CHU HYESEON,100020,여,제20대,XTB3104O,제20대,비례대표
음,表蒼園,표창원,1966-05-03,지역구,초선,더불어민주당,PYO CHANGWON,100020,남,제20대,EX94352K,제20대,경기 용인시정
양,河泰慶,하태경,1968-03-29,지역구,3선,새누리당,HA TAEKEUNG,100020,남,제20대,I0S53762,"제19대, 제20대, 제21대",부산 해운대구갑
음,韓善敎,한선교,1959-06-23,지역구,4선,새누리당,HAN SUNKYO,100020,남,제20대,ZX71333R,"제17대, 제18대, 제19대, 제20대",경기 용인시병
양,韓貞愛,한정애,1965-01-08,지역구,3선,더불어민주당,HAN JEOUNGAE,100020,여,제20대,XPP2564T,"제19대, 제20대, 제21대",서울 강서구병
양,咸珍圭,함진규,1959-08-13,지역구,재선,새누리당,HAM JINGYU,100020,남,제20대,1KD95875,"제19대, 제20대",경기 시흥시갑
음,許允貞,허윤정,1969-03-09,비례대표,초선,더불어민주당,HEOYUNJUNG,100020,여,제20대,3UZ61136,제20대,비례대표
음,洪文鐘,홍문종,1955-04-05,지역구,4선,새누리당,HONG MOONJONG,100020,남,제20대,T2K9554I,"제15대, 제16대, 제19대, 제20대",경기 의정부시을
음,洪文杓,홍문표,1947-10-05,지역구,4선,새누리당,HONG MOONPYO,100020,남,제20대,GD131760,"제17대, 제19대, 제20대, 제21대",충남 홍성군예산군
양,洪永杓,홍영표,1957-04-30,지역구,4선,더불어민주당,HONG YOUNGPYO,100020,남,제20대,KR14136C,"제18대, 제19대, 제20대, 제21대",인천 부평구을
음,洪宜洛,홍의락,1955-03-11,지역구,재선,무소속,HONG EUIRAK,100020,남,제20대,GW55008L,"제19대, 제20대",대구 북구을
음,洪翼杓,홍익표,1967-11-20,지역구,3선,더불어민주당,HONG IHKPYO,100020,남,제20대,FRN1867O,"제19대, 제20대, 제21대",서울 중구성동구갑
음,洪日杓,홍일표,1956-02-11,지역구,3선,새누리당,HONG ILPYO,100020,남,제20대,06L2365K,"제18대, 제19대, 제20대",인천 남구갑
음,洪哲鎬,홍철호,1958-08-13,지역구,재선,새누리당,HONG CHULHO,100020,남,제20대,R365233W,"제19대, 제20대",경기 김포시을
음,黃永哲,황영철,1965-07-13,지역구,3선,새누리당,HWANG YOUNGCHEUL,100020,남,제20대,C7Z8238W,"제18대, 제19대, 제20대",강원 홍천군철원군화천군양구군인제군
음,黃柱洪,황주홍,1952-02-27,지역구,재선,국민의당,HWANG JUHONG,100020,남,제20대,JOY4394O,"제19대, 제20대",전남 고흥군보성군장흥군강진군
음,黃熙,황희,1967-07-28,지역구,재선,더불어민주당,HWANG HEE,100020,남,제20대,0VU8517U,"제20대, 제21대",서울 양천구갑
음,郭尙道,곽상도,1959-12-23,지역구,재선,미래통합당,KWAK SANGDO,100021,남,제21대,MHK9919B,"제20대, 제21대",대구 중구남구
음,金恩慧,김은혜,1971-01-06,지역구,초선,미래통합당,KIM EUNHYE,100021,여,제21대,L5P27909,제21대,경기 성남시분당구갑
양,金鎭愛,김진애,1953-02-16,비례대표,재선,열린민주당,KIM JINAI,100021,여,제21대,LNR7932L,"제18대, 제21대",비례대표
양,金泰欽,김태흠,1963-01-11,지역구,3선,미래통합당,KIM TAEHEUM,100021,남,제21대,TVF3669B,"제19대, 제20대, 제21대",충남 보령시서천군
양,朴完洙,박완수,1955-08-26,지역구,재선,미래통합당,PARK WANSU,100021,남,제21대,D0C85236,"제20대, 제21대",경남 창원시의창구
양,宋永吉,송영길,1963-03-21,지역구,5선,더불어민주당,SONG YOUNGGIL,100021,남,제21대,PAO22428,"제16대, 제17대, 제18대, 제20대, 제21대",인천 계양구을
음,吳怜勳,오영훈,1968-12-14,지역구,재선,더불어민주당,OH YOUNGHUN,100021,남,제21대,21N57758,"제20대, 제21대",제주 제주시을
음,尹喜淑,윤희숙,1970-02-07,지역구,초선,미래통합당,YUN HEESUK,100021,여,제21대,IUL4848V,제21대,서울 서초구갑
양,李光宰,이광재,1965-02-28,지역구,3선,더불어민주당,LEE KWANGJAE,100021,남,제21대,4A067125,"제17대, 제18대, 제21대",강원 원주시갑
음,李圭閔,이규민,1968-05-10,지역구,초선,더불어민주당,LEE KYUMIN,100021,남,제21대,AE685067,제21대,경기 안성시
양,李洛淵,이낙연,1952-12-20,지역구,5선,더불어민주당,LEE NAKYON,100021,남,제21대,0767470D,"제16대, 제17대, 제18대, 제19대, 제21대",서울 종로구
양,李相稷,이상직,1963-01-30,지역구,재선,더불어민주당,LEE SANGJIK,100021,남,제21대,CFE3998F,"제19대, 제21대",전북 전주시을
음,李永,이영,1969-06-06,비례대표,초선,미래한국당,LEE YOUNG,100021,여,제21대,1X376850,제21대,비례대표
음,鄭正淳,정정순,1958-01-19,지역구,초선,더불어민주당,JEONG JEONGSOON,100021,남,제21대,TP066860,제21대,충북 청주시상당구
음,趙太庸,조태용,1956-08-29,비례대표,초선,미래한국당,CHO TAEYONG,100021,남,제21대,I434361W,제21대,비례대표
